Seven Seven Seven Game	12301 Camp Bowie W Blvd	Fort Worth	TX	76102		
Pagoda Computer Supplies	140 Shepard Ave	Wheeling	IL	60090	42.128447	-87.919462
Duncanville Independent School District - Alternative Schools, Pace	815 Fairlawn Dr	Duncanville	TX	75116	32.658415	-96.927608
Archer Screw Products	635 S Washington St	Ripley	TN	38063	35.717065	-89.549824
Asian Bank	1010 Arch St	Philadelphia	PA	15645	39.953622	-75.15645
Battery & Parts Warehouse	1729 Dan Ave	Jonesboro	AR	72401	35.848172	-90.730836
Acton-Sanford Mortgage	188 Orchard Rd	Acton	ME	04001	43.477398	-70.901926
Linn County Anesthesiologists PC	1550 Boyson Rd	Hiawatha	IA	52233	42.044245	-91.694072
J & G Pac N Ship	359 Elmira Rd	Ithaca	NY	14850	42.422566	-76.516013
B & P Seamless Guttering	306 Westwood Dr	Ironton	MO	63650	37.597512	-90.639279
Kansas Fishing Tool, Inc	812 S Patton Rd	Heizer	KS	67530	38.35884	-98.811355
Kih Online	2063 Shakertown Rd	Danville	KY	40422	37.669746	-84.766657
Eckerd Drugs - Irving	2400 W Irving Blvd	Irving	TX	75061	32.82814	-96.976436
Legacy Insurance	140 Nw 75th Dr	Gainesville	FL	32607		
Rehabilitation Services	56 Club Ln	Strangford	PA	15717		
Stables Lounge	1647 County Rd 1	South Point	OH	45680		
Jam Records-Jeremy	3424 Wedgwood Dr	Portage	MI	49024		
Evangelical Fellowship Center	120 Sw Center St	Mount Olive	NC	28365		
Jc Stone Experts	5202 Dow Rd	Satsuma	TX	77040	29.841281	-95.510525
Romine Cynthia P MD	802 Green Valley Rd	Greensboro	NC	27408	36.089523	-79.823297
Diaper Outlet	929 Sw 59th St	Oklahoma City	OK	73109	35.406231	-97.530796
Santa Rosa County School Board - Holley Navarre Intermediate	6751 Berryhill St	Milton	FL	32570	30.625078	-87.041286
Lawrence Studios	127 Merrick Ave	Merrick	NY	11566	40.666349	-73.553256
Clement, Bruce	33301 1st Way	Camelot	WA	98003		
Ackourey Peter P Attorney	105 College Rd	Princeton	NJ	08540	40.34489	-74.660319
PC Food Store ATM	12505 Beach Blvd	Stanton	CA	90680	33.781033	-117.992854
Ellison Surveying	726 E Main St	Ridgeville	OH	45036	39.432232	-84.192022
Hamlin Historical Society	731 Walker-Lake Ontario Rd	Wautoma Beach	NY	14468	43.326727	-77.859145
Colon and Rectal Surgery Associates Ltd - Burnsville	625 Nicollet Blvd	Saint Paul	MN	55101		
Flushing Savings Bank	4443 Kissena Blvd	Flushing	NY	11355		
Continental Services	5812 East Dr	Laredo	TX	78041	27.551551	-99.474928
M & I Realty Llc	160 Airport Rd	Lakewood	NJ	08701	40.060728	-74.172967
Bank of America - Mortgages	10101 Sw Washington Square Rd	Portland	OR	97201		
Lee, Jay J	555 South Flower St	Los Angeles	CA	90071	34.050776	-118.256692
Lifetouch Nss	1307 E 20th St	Farmington	NM	87401	36.748225	-108.191082
Allen Deborah MD	11808 Kingston Pike	Village Green	TN	37922		
Simman Richard Cws	30 E Apple St	Dayton	OH	45409	39.746288	-84.187908
Nelson, Kinder, Mosseau & Saturley, P.C	45 Milk St	Boston African-American National Historic Site	MA	02109	42.356792	-71.057582
Mark T Neil Attorney	55 W Monroe St	Chicago	IL	60603	41.880715	-87.629539
Bank of Oklahoma Na - ATM/Check Card	P.O. Box 2300	Tulsa	OK	74192	36.139826	-96.029725
Sangiacomo USA Inc	1133 Foust Ave	High Point	NC	27260		
Tab Accounting Services	921 E Main St	Ventura	CA	93001	34.280837	-119.286722
Jehovahs Witnesses Pacific Missouri	100 W Flier Dr	Hollow	MO	63069	38.485633	-90.774516
Professional Construction Management Llc	407 N Lincoln Ave	Kelim	CO	80537		
Raider Image Llc	493 East Shaw Ave	Fresno	CA	93710	36.808475	-119.779274
Tonys Dairy Queen	3701 W Vernon Ave	Kinston	NC	28504	35.269171	-77.615971
Cecil Community College - Associate Dean of Student Services and Enrollment Ser	1 Seahawk Dr	North East	MD	21901		
Harris Jeffrey E MD	11747 Jefferson Ave	Hidenwood	VA	23606	37.083218	-76.48058
F & D Advisors	600 Peachtree St	Atlanta	GA	30308	33.770905	-84.385052
Brenham City of City Hall	210 N Park St	Brenham	TX	77833	30.168001	-96.398309
Anderson Burton Construction	1131 El Camino Real	Arroyo Grande	CA	93420	35.126218	-120.597519
Hempstead County	P.O. Box 1420			71802		
Deaton Mark A Phys	2410 Patterson St	Nashville	TN	37203	36.152238	-86.808878
H L B Communications	875 N Michigan Ave, #1340	Chicago	IL	60611	41.898779	-87.624114
Bloyd Roger CPA	10400 Dixie Hwy	Penile	KY	40272	38.10453	-85.868512
Meineke Car Care Center	4101 North Keystone Ave	Indianapolis	IN	46205	39.829814	-86.121792
Rosser, Eric D	300 103 West Vandalia St	Edwardsville	IL	62025	38.811191	-89.956412
Attic Treasurers	204 Washington St	Occoquan	VA	22125	38.682433	-77.260467
Monroe City of - Water Dept, Orders Bills Inquiries Etc	120 E 1st St	Monroe	MI	48161	41.914963	-83.396689
S & D Contractors	205 Church St	New Haven	CT	06510	41.308377	-72.924044
Coral Reef Aquatics	41621 State highway 74	Hemet	CA	92544	33.747737	-116.93264
Top Water	12371 Haster St	Garden Grove	CA	92840	33.783452	-117.906165
A V X Corp Integrated Capacitor Division	2435 Executive Cir	Colorado Springs	CO	79089	38.790025	-104.79089
Absolute Quality Lawncare	8 Sherwood Dr	Pine Brook	NJ	07724	40.284026	-74.068272
Washington Mutual	10795 Nw 58th St	Miami	FL	33178	25.826207	-80.36668
Power Quotient International-USA Inc	46539 Fremont Blvd	Fremont	CA	94538	37.483861	-121.945865
China Fair	70 Needham St	Newton Highlands	MA	02461	42.314557	-71.210834
More Photos	10660 South Tryon St	Charlotte	NC	28273	35.11886	-80.954406
Home Inspex Lc	5121 Rollingway Rd	Land O'Pines	VA	23832	37.423033	-77.589545
Long Sands Advisors	12 Easy St	West Windham	NH	03087	42.811683	-71.318469
Pacific Mailing and Shipping	14864 Se Webster Rd	Johnson City	OR	97267	45.415727	-122.593003
H & M Finishing	7 Saint Nicholas Ave	Brooklyn	NY	11237		
Tele-Envios Lopera	2620 Tamiami Trl	Naples	FL	34112	26.131612	-81.773124
Napa Auto Parts	8082 N Main St	New Oregon	NY	14057	42.666709	-78.885967
Luv Homes	5055 Highway 11	Blountville	VA	37617		
Suite Above One Twenty Eight & 1/2	128 E Main St	Hummelstown	PA	17036	40.265476	-76.704884
Daos Laundry	208 E 8th St	Liberal	KS	67901	37.0469	-100.919669
Crosstown Nursery	412 Highway 365	Port Arthur	TX	77640	29.920648	-94.018004
Hairport Creations	300 E National Rd	Vandalia	OH	45377	39.890462	-84.202452
Daniels Robert S MD	1712 Delachaise St	New Orleans	LA	70115	29.928982	-90.093123
Heritage Health Service Llc	3255 Hennepin Ave	Minneapolis	MN	55408	44.9437	-93.298326
Schoer, Clifford - MD	1416 W Kem Rd, #300		IN	46952		
Steeple Players Theatre	260 W Main St	Hendersonville	TN	37075		
Walton Credit	479 Us Highway 90	Steele Church	FL	32433	30.721227	-86.11335
Pietrocarlo Thomas A DPM	2430 N Grandview Blvd	Waukesha	WI	53188	43.03477	-88.25596
Mason Industries Inc	350 Rabro Dr	Smithtown	NY	11788	40.811049	-73.220978
Fortune Cookie Chinese Restaurant	100 W Walnut Ave, #4	Dalton	GA	30720		
Country Insurance	1010 Nw Woods Chapel Rd	Lake Tapawingo	MO	64015	39.028309	-94.304349
Heaton Cathcart Levine Ennis PC Cpas	2323 S Voss Rd, #220	Houston	TX	77057		
Ceres	99 Chauncy St	Boston	MA	02111	42.353124	-71.06066
Fitchett Patches	16132 W Glendale Avenue	Litchfield Park	AZ	85340	33.53716	-112.408197
Philada Apartments	7732 Greenland Pl	Losantville Triangle	OH	45237	39.202582	-84.46009
Bay Ridge United Church	636 Bay Ridge Pkwy	Brooklyn	NY	11209	40.627698	-74.01982
Custom Motors	335 S State Rd 23	Knox	IN	46534	41.296882	-86.52438
Printoner	178 N Del Mar Ave	Chula Vista	CA	91910		
Turners Trucking	5736 Galen Rd	Lafayette	TN	37083	36.56797	-85.95724
Christ Chapel	1200 Old Stage Rd	Centerville	MA	02632	41.676751	-70.371014
Sizzors	125 North Charles St	Mechanicstown	WV	25414	39.288834	-77.861289
Advest Inc	1301 York Rd	Valley Crest	MD	21093		
the Legal Center J R Victor	1410 E Kearney St	Valley Water Mills	MO	65803	37.240296	-93.269849
Subway Sandwiches and Salads - Honolulu, Downtown	700 Bishop St	Honolulu	HI	96813	21.306934	-157.86372
Benson Agency	85 N Main St	Ellenville	NY	12428	41.717875	-74.394669
Koyo Corporation of USA Manufacturing Division	1006 Northpoint Blvd	Blythewood	SC	29016	34.177968	-80.978805
Diabetic Solutions	830 McGlathery Ln	West Decatur	AL	35601	34.574604	-86.976795
Filter Stop	104 Woodside Ave	Buffalo	NY	14220	42.842034	-78.820202
Vanessa Stone - Staggs Warren	4 Brookside Plaza	Mascoma	NH	03748		
Pizza Stop	99 N Main St	Malad City	ID	83252	42.187675	-112.245204
Vo Nails	1164 Weston Rd	Weston	FL	33326	26.106947	-80.363442
Clearview Apartments	12053 Parkview Ln	Holland	MI	49424	42.829957	-86.079854
Bowens Publishing	9 Pine St	Bedford	MA	01730	42.482953	-71.259822
Pleasant Valley United Methodist Church	2138 Highway 586		MS	39483		
Northeast Labor Force	61 High St	East Haven	CT	06512	41.280187	-72.871578
Stewart Title of Midland Llc	206 N Main St	Midland	TX	79701	31.998625	-102.074403
Nu Look Style and Fashion	189 Reynolds St		AL	36360		
Curves For Women	3493 S Congress Ave	Lake Worth	FL	33461	26.625617	-80.088817
Lithko Contracting	2740 N Highway 167	Catoosa	OK	74015		
From the Grill	19520 Strathern St	Reseda	CA	91335	34.215612	-118.558344
Skyline Fire Protection	10900 73rd Ave	Maple Grove	MN	55369	45.085968	-93.418303
Daalo Stores	16221 International Blvd	Riverton	WA	98188	47.457595	-122.292642
Jasmine Cleaners	20836 Vanowen St	Winnetka	CA	91306	34.193778	-118.587014
Wheels In Motion Auto Parts	397 Us Highway 25	Corbin	KY	40701		
Craft-Essig Martha C CPA	198 E Bay St	Charleston	SC	29401	32.780097	-79.927112
Atlantic America Equity Prtnrs	350 Camino Gardens Blvd	Sandalfoot Cove	FL	33432		
Stout William Publishers	530 Greenwich St	San Francisco	CA	94133	37.80245	-122.408359
Rideau Recognition	40 Miromar Dr	Champlain	NY	12919	44.982886	-73.461949
Cash Loan	337 Grand Ave	South San Francisco	CA	94080	37.65537	-122.41097
Lucky Lous	1207 W Hickory St	Cooper Creek	TX	76201	33.214643	-97.145099
Papa Pinonis	209 W Bigelow Ave	Plain City	OH	43064	40.107413	-83.2683
A-1 Guttering	301 George Wallace Dr	Clinton	MS	12797	32.281214	-90.12797
United Steelworkers of America	502 Woodburn Ave	Sterling	IL	61081	41.791071	-89.715831
Ingham County of-Swope Chris	313 W Kalamazoo St	Lansing	MI	48911	42.730027	-84.555616
China Ossining	26 South Highland Ave	Spring Valley	NY	10562	41.160537	-73.861045
John Diggins Heating & Air	5150 Baptist Rd	Willock	PA	15236	40.356696	-80.001876
Farmers Insurance-Civille Stephen	5040 E Shea Blvd, #164	Scottsdale	AZ	85254		
Methodist Parsonage	314 Canary St	Lucien	OK	73757	36.27289	-97.455621
Interiors Design Concepts	3356 Ironbound Rd	Williamsburg	VA	23188	37.255481	-76.765747
Sanchez 73 Food	73 Featherbed Ln	University Heights	NY	10452	40.846212	-73.91833
Austin Article	3600 Presidential Blvd, #213	Moores Crossing	TX	78719		
Fil Finance	434 84th St	Brooklyn	NY	11209	40.6238	-74.027105
Putman Frank Invstmnts	2900 Highway 280	Birmingham	AL	35223	33.471882	-86.763353
Brotherhood of Man Desert Chapel	4715 N 68 St	Scottsdale	AZ	85251	33.505938	-111.934686
McGrath G D	2625 E Southern Ave	Tempe	AZ	85282	33.39304	-111.882755
Hcc Benefits	225 Townpark Dr	Kennesaw	GA	30144	34.039666	-84.565743
Allstate Life Insurance Company	234 Old Meramec Sta Rd	Twin Oaks	MO	63021	38.589822	-90.511807
Northeast Louisiana Acutes	102 Thomas Rd	West Monroe	LA	71291		
Bhc Integrated Support Services	P.O. Box 481908			28269		
Ohio Campground Owners Assoc	33 N 3rd St	Columbus	OH	43215	39.963374	-82.998137
Seattle City of - Parks and Recreation Department, Conservation Corps	104 17th Ave	Beacon Hill	WA	98144	47.601645	-122.310267
Wells Fargo Bank Na, Branch Offices, Fremont, Warm Springs	46973 Warm Springs Blvd	Fremont	CA	94539	37.488141	-121.928611
Sullivan & Associates A Law	2238 Bayview Heights Dr	Baywood Park	CA	93402	35.310529	-120.833387
Balto Industries	5895 York St	Denver	CO	80216	39.804042	-104.959281
Kmr Productions	5690 S Union Ave	Bakersfield	CA	93307	35.303228	-119.003053
Chancery Court	360 E Main St, #103		TN	37821		
Getty Wash Wax & Detailing	P.O. Box 113	Boiling Springs	PA	17007	40.141205	-77.242351
Spuncksides Promotion Production	1326 Flower Ave	Muskegon	MI	49442	43.226291	-86.211618
Bonus Building Care	610 S Industrial Blvd	Euless	TX	76040	32.829443	-97.099658
PA PA Ds Pizza Wholesale	1540 Industrial Dr	Blue Earth	MN	56013	43.64667	-94.121387
Victoria Point Apartments	6058 Westgate Dr	Orlando	FL	32835	28.532991	-81.466028
Discount Air Conditioning & Heating	7532 Highway 371	Heflin	LA	71039	32.399732	-93.282222
Nazarene Church Parma - Parma	804 N B St	Parma	ID	83660		
Music Time	12604 Sw Farmington Rd	Reedville	OR	97005	45.487142	-122.806063
Princess Anne Paving	1185 Harmony Rd	Thomas Corner	VA	23502	36.862033	-76.219375
Rave	2313 Sw Military Dr	San Antonio	TX	78224	29.356654	-98.530596
Abend Paul DO	13 E Cumberland Ave	Harvey Cedars	NJ	08008	39.687996	-74.14535
Bagels Plus Delicatessen	1075 Old Country Rd	Westbury	NY	11590	40.754476	-73.560351
Flying School	228 Woodridge Dr	Fairbanks	AK	99709	64.845298	-147.860994
Maselli Frank J MD	3125 Tibbett Ave	Spuyten Duyvil	NY	10463	40.8811	-73.908188
New Beginnings Consulting Service	8702 Converse Business Ct	Converse	TX	78109		
Identitycraft	6929 Hayvenhurst Ave	Van Nuys	CA	91406	34.197857	-118.492388
Anderson Tow Service	204 Kenroy Ln	Roseville	CA	95678	38.732801	-121.29064
Mba Mortgage Co	63 Melcher St	Boston	MA	02210		
Tri-Valley Urology	25405 Hancock Ave	Murrieta	CA	92562		
Menards Maplewood, Electrical	3100 Highway 13	Burnsville	MN	55337	44.808965	-93.227589
Owens Group Llc - Owens Thomas P Jr	1500 W 33rd Ave, #200	Turnagain Heights	AK	99503		
Star City Sportswear	530 Fashion Ave	New York	NY	10018	40.753857	-73.988596
Exclusive Windows	545 Willowbrook Center Pkwy	Willowbrook	IL	60527		
Integrity Petroleum Services I	P.O. Box 1068	Warren	OH	44482	41.317424	-80.761269
Wal-Mart	4000 Highway 93	Missoula	MT	59804	46.833891	-114.046792
Heidi Apartments	4805 Heidi St	Las Vegas	NV	89119	36.102963	-115.133482
Louie Baldwin DDS	646 Clement St	San Francisco	CA	94118	37.782871	-122.465889
Dognazzi, Heather A	1544 Old Alabama Rd	Roswell	GA	30076	34.020672	-84.317154
Vesueio Pizzerio	3346 Ashley Phosphate Rd	Pepperhill	SC	29418	32.929351	-80.072819
St Lawrence Activity Center	2899 Jessup Rd	Montevideo	MD	20794	39.146549	-76.769875
Amprivi Motors	3614 NW36th St		FL	33142		
Harrells Repair and Auto Salvage	18579 Norway Rd	Westview	MO	64850	36.849522	-94.306581
Neely Eileen P MD	935 Thorn Run Rd	Coraopolis	PA	15108	40.513239	-80.19931
Holder Construction	601 Benjamin Dr	Sunnyland	OH	45502	39.912608	-83.720852
Polish Army Veterans Invalid Home	13707 Clinton River Rd	Sterling Heights	MI	48313	42.597999	-82.99084
Travis Pointe Sewage Treatment Assoc	2675 Travis Pointe Rd	Ann Arbor	MI	48108	42.215883	-83.780729
Mallow Christopher M DDS	105 Giles Ave	Blissfield	MI	49228	41.831952	-83.861105
Patton Howard T Dr	4500 Lords Landing Rd	Upper Marlboro	MD	20772	38.827763	-76.765393
Huntington Woods City of - Public Library	26415 Scotia Rd	Huntington Woods	MI	48070	42.485197	-83.173379
L A Modern Nails	26 Mountain Blvd	Smalleytown	NJ	07060	40.625596	-74.433104
Piedmont Directories Company	P.O. Box 1800	Five Forks	SC	29681		
Diamond Carpet Cleaning	1634 E Gordon Ave	Orchard Prairie	WA	99207	47.691245	-117.385617
Pinellas County Housing Authority	6835 54th Ave		FL	73335	27.820959	-82.73335
Texas State of Protective & Regulatory Services	1919 North Loop	Houston	TX	77008	29.811597	-95.433564
Hisamoto Gloria PHD	2010 W 120th Ave, #201	Broomfield	CO	80234		
Instant Fun Pizza	31361 Riverside Drive	Lake Elsinore	CA	92530	33.681913	-117.368975
Shimmel Douglas CPA	101 Elizabeth St	Clearfield	PA	16830	41.013045	-78.450498
Oasis Business Systems	1501 Ivanhoe Ave	Catonsville	MD	21228	39.267177	-76.745384
Edward Jones	12711 Ventura Blvd, #450	Sherman Oaks	CA	91604		
Anacapa Surf N Sport	1005 Harbor Blvd	Oxnard	CA	93035	34.191705	-119.239139
Ruston Mental Health Center	901 White St	Woodville	LA	71270	32.51966	-92.636218
Abbeville - Abbeville County	138 Durham Rd	Abbeville	SC	29620	34.166785	-82.313287
Dixie Custom Crushing	1200 S Leavitt Ave	Orange City Hills	FL	32763	28.935012	-81.2906
Angel and Engineering Trading Inc	5810 Las Virgenes Rd	Calabasas	CA	91302	34.164362	-118.702416
Creating Wellness Chiropractic-Kristie Schmidt DC	111 W Main St	Le Roy	MN	55951	43.510578	-92.505656
University of South Carolina Beaufort - Financial Aid	801 Carteret St	Burton	SC	29902	32.43603	-80.669851
Acorn Acres	135 Lake Rd	Fitchville	CT	06334	41.526892	-72.225165
Caliber Mold & Engineering	25742 Commercentre Dr	Lake Forest	CA	92630	33.664474	-117.677733
Randleman Mark Dr DO	15797 Carter St	Scotch Ridge	IA	50047		
Tractebel Energy Services	330 Madison Ave	New York	NY	10017	40.753481	-73.978783
North American Specialty Insurance Company	13010 Morris Rd, #150	Alpharetta	GA	30004		
Family Law Software	40 Littlefield Rd	Newton Center	MA	02459	42.309397	-71.186423
Figelman- Jacob M. Attorney	1370 Ontario St	Cleveland	OH	44113	41.500937	-81.694899
Interstate Truck Leasing	1137 S Stockton St	Stockton	CA	95206	37.93905	-121.299993
Patrick Place Apts	1616 N Bryant St	Woodland Heights	AR	72207	34.766708	-92.352812
D & T Body Shop	314 East Ave	Holdrege	NE	68949		
Thrivent Financial For Lutherans	333 Seward St	Tamora	NE	68434	40.907782	-97.081987
Lakes of Northdale	16297 Northdale Oaks Dr	Northdale	FL	33624	28.097056	-82.507441
Amy Schleif-Mohr Stained Glass	2136 N Palmer St	Milwaukee	WI	53212	43.058247	-87.909693
Mercury Equipment Company	15023 Sierra Bonita Ln	Chino	CA	91710	33.98081	-117.689764
North Star Heating and Cooling Inc	35355 Beattie Dr	Sterling Heights	MI	48312	42.553731	-83.04017
Baystate Medical Center - Volunteer Services	380 Plainfield St	Brightwood	MA	01107		
Thomas John K	5811 Hylan Blvd	Woodrow	NY	10309	40.51846	-74.19975
Valley Marble Co	393 Minnisink Rd	Totowa	NJ	07512	40.896968	-74.234397
Allcomm	401 S Cypress St	Pecos	TX	79772	31.424204	-103.495933
Greenbaum & Champ	21550 Oxnard St	Woodland Hills	CA	91367	34.179169	-118.59914
Alcal Cabinets	1176 Manuel Rd	Arnold	CA	95223		
Clarity Events	137 E Post Rd	White Plains	NY	10601	41.028687	-73.766093
Mascitelli Victor A Cardiologist	755 E 149th St	Bronx	NY	10455	40.812988	-73.907956
Total Stop Food Store	101 E Main St	Rumpus Ridge	SD	57012	43.598019	-97.287723
Waste Management	16122 Construction Circle	Irvine	CA	92606	33.69724	-117.820547
Catholic Church St Josephs Educational Dept	1150 W Holt Ave	Pomona	CA	91768	34.061924	-117.768758
Beardstown Clinic II	8460 Saint Lukes Dr	Beardstown	IL	62618	40.014443	-90.433469
Rapid Therapy	14901 Rinaldi St, #335	Mission Hills	CA	91345		
Valley Isle Screen - Maui Screen	365 Hoohana St	Kahului	HI	96732	20.883683	-156.460712
Prairie Community Service	1115 David Dr	Marshall	MN	56258	44.44584	-95.77834
Perea Manuel M MD	841 Foxboro Rd	Saginaw	MI	48603		
Davis Rubber Co	1600 E 15th St	Little Rock	AR	72202	34.732716	-92.254697
St Paul Public Sector	110 River Rd	Hendersonville	TN	37075	36.30048	-86.64243
Acoustic Music House	9 Wheeler St	Winsted	CT	06098	41.925932	-73.070274
Tucker Security & Fire	4711 Fulcher Rd	Hephzibah	GA	30815	33.260362	-82.123154
Floor Store	5327 Jacuzzi St	Richmond	CA	94804	37.897926	-122.309586
Budmono Joseph F	1315 Walnut St	Philadelphia	PA	19107	39.949167	-75.162662
Goody Two Shoes	3366 N Clark St	Chicago	IL	60657	41.943333	-87.653426
Hershenson Carter Scott McGee	2776 Christian St	Russtown	VT	05001	43.692203	-72.319684
Tse Bit Ai Middle School	P.O. Box 1873	Tocito	NM	87420	36.399448	-108.781201
Harvard Vanguard Medical Associates Copley Practice, Medical Records	1611 Cambridge St	Cambridge	MA	02138	42.374773	-71.108847
Apex Systems	1250 Bayhill Dr, #200	San Bruno	CA	94066		
Anitas Beauty Shop	518 Main St	Englewood	MA	02673	41.650296	-70.235663
Dependable Travel	3410 Dominion St	Sedge Garden	NC	27105	36.133346	-80.243032
T and S Mobile Services	1144 E 162nd St	Thornton Junction	IL	60473		
Lupita's Communications	2645 North Grand Ave	Santa Ana	CA	92705	33.772532	-117.852714
Mickelson Glenn Cfp	10517 West Dr	Tysons Green	VA	22180		
Jenny Craig Weight Loss Centres	3167 Duke St	Alexandria	VA	22314	38.807876	-77.084523
Area Agency On Aging	501 Gratiot Blvd 2	Marysville	MI	48040	42.924946	-82.4656
Tru Fitness	1209 Pleasant Grove Blvd	Roseville	CA	95747	38.766273	-121.351308
Honegger Marilyn M MD - Berkeley Office	2999 Regent St	Berkeley	CA	94705	37.855644	-122.256653
Cog Land & Development Model Home	308 E Pikes Peak Ave	Colorado Springs	CO	80903	38.833747	-104.819724
AP Transportation	2249 Whispering Maple Dr	Orlando	FL	32837	28.398211	-81.416602
Ecosystems Imagery	216 2nd St	Encinitas	CA	92024		
Pats Barber Shop	11136 W 179th St	Orland Park	IL	60467	41.564305	-87.88944
Gregory S Hatalowich DPM	291 W Main St	Uniontown	PA	15401	39.904035	-79.736202
Creative Nails	615 Se Chkalov Dr	Vancouver	WA	98683	45.616929	-122.554846
Barnegat Light Fiberglass Supply	304 Forge Rd	Ocean City	NJ	08092	39.664826	-74.315041
Tower On Ryan Park	758 St Michael St	Mobile	AL	36602	30.689917	-88.052718
Toussant Multiple Actions	7861 W Sample Rd	Coral Springs	FL	33065	26.272203	-80.230506
All For Paws	P.O. Box 5506	Carmel	CA	93923	36.504129	-121.931621
Airmax Heating and Cooling	1100 Marstellar St	Wilmington	NC	28401	34.221275	-77.933867
Kuehn Angelika Atty	171 S Oak Park Ave	Oak Park	IL	60302	41.885682	-87.794428
Runyon Kersteen Ouellette	30 Elm St	Benton Falls	ME	04901	44.54748	-69.63512
Lee Joseph M Atty	6801 Lake Worth Rd	Lake Worth	FL	33467	26.617689	-80.153875
Aero Component	28887 Industry Dr	Valencia	CA	91355	34.453056	-118.633188
Audio Recording Studios	35895 Solon Rd	Taborville	OH	44022	41.40217	-81.421982
Houston Gutter	10102 Lasaber Ct	Humble	TX	77038		
Lucas Mary Lamb Lcsw	312 Granite Ave	Richmond	VA	23226	37.574225	-77.516491
Lawlor Chiropractic	41278 Margarita Rd	Temecula	CA	92591	33.519834	-117.150906
Ryland F L Saw and Cutter Sharpening	7400 Highway 273	Redding	CA	96001		
Ingalls Enterpises	171 Mace St	Chula Vista	CA	91911	32.593352	-117.053724
Vandian	18 E 48th St	New York	NY	10017	40.756832	-73.977301
Ink It Tattoos	1108 Bellefontaine St	Santa Fe	OH	45895	40.565598	-84.179684
Dowling David B DDS Ms PC	7545 W Bell Rd, #106		AZ	85382		
Fine Design Custom Woodwork	1088 La Tuna Canyon Rd	Sun Valley	CA	91352		
Simmons Jeffrey	30423 Canwood St	Agoura Hills	CA	91301	34.147508	-118.782246
Skycom Wireless	12615 Crenshaw Blvd	Hawthorne	CA	90250	33.918567	-118.326495
Saint James	575 Madison Ave	New York	NY	10022	40.761737	-73.972784
Agriculture Dept of - Inspector General, Investigations	1114 Commerce St	Dallas	TX	75242	32.779122	-96.802688
California Airsales	10402 S La Cienega Blvd	Inglewood	CA	90304		
Important	515 W Commonwealth Ave	Fullerton	CA	92831	33.874453	-117.884171
Sano Katsuhiko DDS	1600 Kapiolani Blvd	Moiliili	HI	96814		
Monroe City of	300 W Crowell St	Monroe	NC	28112	34.983858	-80.552306
Amsel, Robert G	2250 Southwest Third Ave	Miami	FL	33129	25.757444	-80.205176
Gray-Walker	3700 Ace St	Houston	TX	77063	29.724446	-95.533398
the Grill At Glen Lennox	1963 - 1201 Raleigh Rd			27915		
Three Star Liquor Store	3305 S Third St 38109	Memphis	TN	38109		
Hopscotch Alley Daycare	6513 Creekmont Way	Citrus Heights	CA	95621		
New Age Moving & Storage	1399 Carroll Ave	San Francisco	CA	94124	37.722851	-122.38962
Garzas Septic Tanks	7337 E Owassa Rd	Edinburg	TX	78539		
Chemung County Family Court	209 William St			14902	42.090649	-76.800475
Kenmore-Town of Tonawanda Union Free School Dist - Schools, Edison Elementary Schl	236 Grayton Rd	Willow Ridge Estates	NY	14150	42.98714	-78.844211
Central Produce Distr Inc	P.O. Box 163	Payette	ID	83661	44.063604	-116.750704
Tnj Cigar	5390 Merrick Rd	Nassau Shores	NY	11758	40.668372	-73.43634
Efairies Com	502 Custer Way	Tumwater	WA	98501	47.016712	-122.900252
Martina Harbor Apartments	14028 Tahiti Way	Marina Del Rey	CA	90292	33.973737	-118.454547
Dischel Judith MD	237 State Rd	Kempton Croft	MA	02747	41.639432	-70.985134
Pakutka William Msgr	1600 Green Ridge St	Scranton	PA	18509	41.423289	-75.640003
101 Physical Therapy	5704 Main St	Ooltewah	TN	37363		
Vitinuum Inc	6205 240th Ave	Salem	WI	53168	42.580463	-88.10001
Destination	34 W 12th St	New York	NY	10011	40.735125	-73.995398
McCabe	3470 Brecksville Rd	Richfield	OH	44286	41.232387	-81.637922
Frey, Korb, Haggerty & Michaels, P.C	318 Canyon Ave, #200	Fort Collins	CO	80522		
Mondik Barbara MD	600 Hospital Way	Mckeesport	PA	15132	40.350044	-79.848936
Herbert Higa	17511 Regina Ave	Torrance	CA	90504	33.871795	-118.349248
Rudnick Linda J Atty	8705 Sw Nimbus Ave, #360	Beaverton	OR	97005		
Orange Julius	7401 N La Cholla Blvd	Tucson	AZ	85741		
Rainbow Montessori School	300 E Congress St	Mechanicstown	WV	25414	39.289094	-77.856968
Sav-On Drugs	220 E Compton Blvd	Compton	CA	90221	33.895956	-118.221734
Richburg-Days Inn	9 And Interstate Highway 77	Richburg	SC	29729		
Community Health Clinic	114 E Memorial Dr	Saint John	KY	42701	37.712355	-85.873886
Mattress Discounters	8213 Lee Hwy	Fairfax	VA	22031	38.874851	-77.228263
Alliant Foodservice	2500 Lovi Rd	Freedom	PA	15042	40.678035	-80.152374
Church of Jesus Christ of Latter Day Saints Burgess Falls Ward	981 Bunker Hill Rd	Cookeville	TN	38501		
Benewah Motors	1001 Main Ave	Saint Joe	ID	83861	47.316279	-116.569919
Environmentally Safe Products	2194 Gerbert Rd	Columbus	OH	43211	40.010682	-82.978183
Great Escapes Travel	2010 Jefferson St	Napa	CA	94559	38.305812	-122.294949
